Poster_Link,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
,Beautiful Memory 363,2009,R,199 min,"Biography, Drama",6.4,"A story about beautiful memory 363, filled with memorable characters, challenges, and unexpected events.",92,Director 185,Actor 210,Actor 55,Actor 131,Actor 313,2075368,"150,906,165"
,Lost River 364,1935,UA,135 min,"Comedy, Drama",9.1,"A story about lost river 364, filled with memorable characters, challenges, and unexpected events.",90,Director 87,Actor 56,Actor 388,Actor 213,Actor 24,1926989,"885,458,270"
,Little Dream 365,2018,U,143 min,"Fantasy, Adventure",8.9,"A story about little dream 365, filled with memorable characters, challenges, and unexpected events.",78,Director 189,Actor 25,Actor 284,Actor 479,Actor 222,574704,"535,713,177"
,Little Truth 366,1985,R,201 min,"Biography, Drama",8.6,"A story about little truth 366, filled with memorable characters, challenges, and unexpected events.",97,Director 33,Actor 54,Actor 199,Actor 337,Actor 308,2436632,"186,555,552"
,Great Future 367,1984,A,138 min,"Comedy, Romance",8.9,"A story about great future 367, filled with memorable characters, challenges, and unexpected events.",63,Director 116,Actor 413,Actor 69,Actor 71,Actor 212,1157544,"427,309,652"
,Great Destiny 368,1958,UA,155 min,"Drama, Romance",8.8,"A story about great destiny 368, filled with memorable characters, challenges, and unexpected events.",57,Director 54,Actor 320,Actor 366,Actor 149,Actor 352,2331889,"679,331,134"
,Rising Shadow 369,2010,R,207 min,"Biography, Drama",8.1,"A story about rising shadow 369, filled with memorable characters, challenges, and unexpected events.",85,Director 83,Actor 364,Actor 60,Actor 390,Actor 181,2123482,"582,595,784"
,American Truth 370,1994,PG,170 min,"Romance, Drama",7.9,"A story about american truth 370, filled with memorable characters, challenges, and unexpected events.",96,Director 4,Actor 268,Actor 55,Actor 13,Actor 196,2249350,"307,112,827"
,Dark Promise 371,2005,A,119 min,"Biography, Drama",6.2,"A story about dark promise 371, filled with memorable characters, challenges, and unexpected events.",54,Director 215,Actor 32,Actor 354,Actor 402,Actor 152,1212152,"733,884,779"
,Lost World 372,1924,R,142 min,"Adventure, Drama",7.2,"A story about lost world 372, filled with memorable characters, challenges, and unexpected events.",86,Director 144,Actor 200,Actor 122,Actor 262,Actor 402,2366716,"240,948,222"
,Broken Promise 373,1968,U,207 min,"Drama, Romance",7.3,"A story about broken promise 373, filled with memorable characters, challenges, and unexpected events.",92,Director 65,Actor 104,Actor 318,Actor 445,Actor 400,2325778,"57,869,665"
,Infinite Mountain 374,2001,R,167 min,"Horror, Mystery",8.3,"A story about infinite mountain 374, filled with memorable characters, challenges, and unexpected events.",83,Director 51,Actor 398,Actor 372,Actor 494,Actor 100,2477866,"587,023,535"
,Broken Adventure 375,1942,PG-13,94 min,"Biography, Drama",9.2,"A story about broken adventure 375, filled with memorable characters, challenges, and unexpected events.",52,Director 97,Actor 21,Actor 220,Actor 143,Actor 285,738949,"789,385,590"
,Midnight Shadow 376,1940,R,117 min,"Action, Adventure",7.9,"A story about midnight shadow 376, filled with memorable characters, challenges, and unexpected events.",54,Director 11,Actor 79,Actor 476,Actor 166,Actor 306,1396480,"500,819,456"
,A New War 377,2004,R,186 min,"War, Drama",7.0,"A story about a new war 377, filled with memorable characters, challenges, and unexpected events.",65,Director 135,Actor 113,Actor 490,Actor 95,Actor 267,1511919,"78,355,153"
,Hidden Destiny 378,1940,UA,153 min,"Mystery, Thriller",7.4,"A story about hidden destiny 378, filled with memorable characters, challenges, and unexpected events.",58,Director 170,Actor 170,Actor 170,Actor 185,Actor 151,395647,"375,268,561"
,Lost War 379,1987,A,156 min,"Action, Adventure",7.6,"A story about lost war 379, filled with memorable characters, challenges, and unexpected events.",73,Director 62,Actor 464,Actor 329,Actor 315,Actor 471,491178,"718,367,208"
,Great Mountain 380,1925,A,126 min,"Mystery, Thriller",8.3,"A story about great mountain 380, filled with memorable characters, challenges, and unexpected events.",79,Director 186,Actor 145,Actor 13,Actor 467,Actor 265,485525,"414,431,133"
,Rising Destiny 381,1985,PG-13,90 min,Drama,7.5,"A story about rising destiny 381, filled with memorable characters, challenges, and unexpected events.",50,Director 243,Actor 50,Actor 86,Actor 498,Actor 490,817455,"344,033,202"
,American World 382,1920,U,111 min,"Comedy, Drama",8.1,"A story about american world 382, filled with memorable characters, challenges, and unexpected events.",58,Director 138,Actor 425,Actor 360,Actor 450,Actor 500,1789263,"897,388,545"
,Forgotten Kingdom 383,2015,U,88 min,"Sci-Fi, Adventure",8.3,"A story about forgotten kingdom 383, filled with memorable characters, challenges, and unexpected events.",49,Director 14,Actor 92,Actor 407,Actor 129,Actor 286,1401315,"40,780,121"
,Hidden Heart 384,1949,PG,137 min,"Mystery, Thriller",9.0,"A story about hidden heart 384, filled with memorable characters, challenges, and unexpected events.",72,Director 81,Actor 9,Actor 200,Actor 345,Actor 61,1902158,"676,790,635"
,American Journey 385,2002,PG-13,93 min,"Action, Crime, Drama",8.4,"A story about american journey 385, filled with memorable characters, challenges, and unexpected events.",51,Director 75,Actor 403,Actor 352,Actor 155,Actor 311,314462,"384,177,593"
,Hidden Story 386,2017,UA,133 min,"Mystery, Thriller",9.1,"A story about hidden story 386, filled with memorable characters, challenges, and unexpected events.",79,Director 57,Actor 70,Actor 383,Actor 201,Actor 408,139264,"509,040,398"
,American Story 387,2001,PG-13,171 min,"Horror, Mystery",6.5,"A story about american story 387, filled with memorable characters, challenges, and unexpected events.",54,Director 32,Actor 22,Actor 3,Actor 294,Actor 306,56767,"594,442,064"
,Secret World 388,1990,PG,124 min,"Comedy, Drama",9.1,"A story about secret world 388, filled with memorable characters, challenges, and unexpected events.",86,Director 218,Actor 263,Actor 73,Actor 83,Actor 95,1452218,"227,450,811"
,Beyond War 389,1952,R,108 min,"Action, Crime, Drama",6.6,"A story about beyond war 389, filled with memorable characters, challenges, and unexpected events.",80,Director 19,Actor 149,Actor 344,Actor 35,Actor 129,2312048,"495,379,737"
,Silent River 390,2012,R,206 min,"Drama, Romance",7.9,"A story about silent river 390, filled with memorable characters, challenges, and unexpected events.",86,Director 61,Actor 52,Actor 146,Actor 318,Actor 36,1507946,"137,769,962"
,Lost Future 391,1982,PG-13,163 min,Drama,7.5,"A story about lost future 391, filled with memorable characters, challenges, and unexpected events.",81,Director 94,Actor 414,Actor 162,Actor 491,Actor 220,2460186,"163,732,841"
,Golden Journey 392,1960,UA,113 min,"Romance, Drama",6.8,"A story about golden journey 392, filled with memorable characters, challenges, and unexpected events.",88,Director 188,Actor 170,Actor 450,Actor 246,Actor 237,1170479,"386,095,156"
,Infinite Memory 393,2019,PG-13,155 min,"Adventure, Drama",7.0,"A story about infinite memory 393, filled with memorable characters, challenges, and unexpected events.",50,Director 216,Actor 144,Actor 440,Actor 424,Actor 72,747233,"693,255,758"
,American River 394,1953,PG-13,165 min,"Action, Sci-Fi",8.4,"A story about american river 394, filled with memorable characters, challenges, and unexpected events.",85,Director 8,Actor 417,Actor 298,Actor 297,Actor 208,326250,"20,104,122"
,Little River 395,1924,UA,154 min,"War, Drama",7.8,"A story about little river 395, filled with memorable characters, challenges, and unexpected events.",68,Director 101,Actor 115,Actor 457,Actor 396,Actor 302,1990147,"702,228,517"
,Broken Shadow 396,1979,U,96 min,"Mystery, Thriller",7.7,"A story about broken shadow 396, filled with memorable characters, challenges, and unexpected events.",87,Director 62,Actor 435,Actor 494,Actor 413,Actor 315,1536162,"539,298,004"
,Golden Destiny 397,1937,U,107 min,"Animation, Adventure, Family",7.5,"A story about golden destiny 397, filled with memorable characters, challenges, and unexpected events.",59,Director 195,Actor 250,Actor 119,Actor 33,Actor 136,2037960,"385,353,781"
,Rising Mountain 398,1925,PG,151 min,"Horror, Mystery",8.2,"A story about rising mountain 398, filled with memorable characters, challenges, and unexpected events.",47,Director 11,Actor 333,Actor 166,Actor 53,Actor 361,1637780,"504,408,858"
,Beautiful Empire 399,2014,PG,154 min,"Biography, Drama",6.9,"A story about beautiful empire 399, filled with memorable characters, challenges, and unexpected events.",68,Director 151,Actor 335,Actor 460,Actor 428,Actor 40,1589824,"701,978,526"
,Beautiful Empire 400,1968,A,113 min,"Fantasy, Adventure",9.2,"A story about beautiful empire 400, filled with memorable characters, challenges, and unexpected events.",76,Director 203,Actor 247,Actor 455,Actor 310,Actor 4,1712225,"379,021,345"
,Beautiful Shadow 401,1976,UA,94 min,"Fantasy, Adventure",6.5,"A story about beautiful shadow 401, filled with memorable characters, challenges, and unexpected events.",56,Director 41,Actor 186,Actor 309,Actor 368,Actor 419,1187800,"227,214,760"
,Silent Mountain 402,1973,PG,177 min,"Adventure, Drama",8.7,"A story about silent mountain 402, filled with memorable characters, challenges, and unexpected events.",75,Director 54,Actor 303,Actor 83,Actor 332,Actor 427,2029627,"725,122,076"
,Forgotten Journey 403,1951,PG-13,158 min,"Biography, Drama",6.1,"A story about forgotten journey 403, filled with memorable characters, challenges, and unexpected events.",47,Director 229,Actor 294,Actor 76,Actor 29,Actor 86,575073,"676,063,880"
,Midnight Legacy 404,1986,UA,161 min,"Action, Adventure",9.2,"A story about midnight legacy 404, filled with memorable characters, challenges, and unexpected events.",73,Director 156,Actor 242,Actor 445,Actor 247,Actor 88,1198894,"92,171,758"
,Beyond Hope 405,1996,UA,159 min,"Biography, Drama",6.5,"A story about beyond hope 405, filled with memorable characters, challenges, and unexpected events.",91,Director 176,Actor 176,Actor 473,Actor 233,Actor 306,2152471,"284,126,939"
,Little Kingdom 406,1949,PG-13,101 min,"Adventure, Drama",7.2,"A story about little kingdom 406, filled with memorable characters, challenges, and unexpected events.",100,Director 233,Actor 259,Actor 351,Actor 215,Actor 424,79468,"217,370,101"
,Dark War 407,1932,U,200 min,"Action, Crime, Drama",6.6,"A story about dark war 407, filled with memorable characters, challenges, and unexpected events.",50,Director 124,Actor 338,Actor 67,Actor 462,Actor 309,2238978,"540,545,621"
,American Journey 408,2019,U,140 min,"Fantasy, Adventure",8.2,"A story about american journey 408, filled with memorable characters, challenges, and unexpected events.",89,Director 136,Actor 220,Actor 118,Actor 481,Actor 411,1774476,"397,789,759"
,Crimson Victory 409,1964,A,179 min,"Adventure, Drama",7.9,"A story about crimson victory 409, filled with memorable characters, challenges, and unexpected events.",75,Director 197,Actor 120,Actor 466,Actor 440,Actor 43,1794631,"143,855,891"
,Broken War 410,1989,PG-13,109 min,"Action, Adventure",7.3,"A story about broken war 410, filled with memorable characters, challenges, and unexpected events.",52,Director 134,Actor 4,Actor 193,Actor 336,Actor 106,39838,"620,708,968"
,Falling Hope 411,1966,PG,139 min,"Crime, Drama",6.4,"A story about falling hope 411, filled with memorable characters, challenges, and unexpected events.",81,Director 94,Actor 314,Actor 142,Actor 349,Actor 204,1105983,"575,738,242"
,Lost Hope 412,1990,PG-13,146 min,"Biography, Drama",8.6,"A story about lost hope 412, filled with memorable characters, challenges, and unexpected events.",75,Director 65,Actor 158,Actor 296,Actor 177,Actor 397,1562785,"600,422,425"
,Secret Shadow 413,2004,UA,114 min,"Sci-Fi, Adventure",6.4,"A story about secret shadow 413, filled with memorable characters, challenges, and unexpected events.",77,Director 103,Actor 403,Actor 174,Actor 411,Actor 282,688617,"107,773,349"
,Great Promise 414,1940,UA,166 min,"Action, Adventure",7.3,"A story about great promise 414, filled with memorable characters, challenges, and unexpected events.",75,Director 238,Actor 308,Actor 223,Actor 46,Actor 33,392053,"884,063,824"
,Midnight Mountain 415,1967,R,89 min,"Mystery, Thriller",6.3,"A story about midnight mountain 415, filled with memorable characters, challenges, and unexpected events.",78,Director 74,Actor 365,Actor 494,Actor 306,Actor 30,1690426,"659,340,529"
,Golden Truth 416,1976,U,193 min,"Fantasy, Adventure",6.0,"A story about golden truth 416, filled with memorable characters, challenges, and unexpected events.",95,Director 154,Actor 262,Actor 265,Actor 358,Actor 119,1209598,"209,207,461"
,Great Legacy 417,2006,A,115 min,"Action, Adventure",6.1,"A story about great legacy 417, filled with memorable characters, challenges, and unexpected events.",94,Director 103,Actor 181,Actor 343,Actor 203,Actor 208,670371,"93,346,752"
,Little River 418,1986,A,175 min,"Action, Sci-Fi",6.1,"A story about little river 418, filled with memorable characters, challenges, and unexpected events.",91,Director 213,Actor 287,Actor 469,Actor 299,Actor 179,388183,"590,220,616"
,Rising Empire 419,1948,U,109 min,"Sci-Fi, Adventure",8.0,"A story about rising empire 419, filled with memorable characters, challenges, and unexpected events.",61,Director 45,Actor 209,Actor 260,Actor 55,Actor 287,1704316,"617,401,394"
,Hidden Destiny 420,1957,PG-13,99 min,"Fantasy, Adventure",7.1,"A story about hidden destiny 420, filled with memorable characters, challenges, and unexpected events.",61,Director 178,Actor 227,Actor 495,Actor 194,Actor 289,1090844,"577,669,362"
,Crimson Mountain 421,2016,U,184 min,"Sci-Fi, Adventure",7.1,"A story about crimson mountain 421, filled with memorable characters, challenges, and unexpected events.",75,Director 30,Actor 133,Actor 35,Actor 196,Actor 325,1942401,"630,200,172"
,Beyond Mountain 422,1960,R,130 min,"Fantasy, Adventure",7.4,"A story about beyond mountain 422, filled with memorable characters, challenges, and unexpected events.",98,Director 68,Actor 128,Actor 148,Actor 48,Actor 205,2256686,"10,540,194"
,Falling Kingdom 423,1990,PG-13,145 min,"Drama, Romance",9.1,"A story about falling kingdom 423, filled with memorable characters, challenges, and unexpected events.",62,Director 47,Actor 485,Actor 383,Actor 350,Actor 477,1492845,"234,783,594"
,Lost Truth 424,2014,UA,179 min,"Comedy, Romance",6.7,"A story about lost truth 424, filled with memorable characters, challenges, and unexpected events.",57,Director 214,Actor 128,Actor 429,Actor 317,Actor 183,1123190,"222,126,871"
,Dark Dream 425,1935,PG-13,171 min,"Thriller, Mystery",9.0,"A story about dark dream 425, filled with memorable characters, challenges, and unexpected events.",47,Director 218,Actor 247,Actor 191,Actor 318,Actor 162,37781,"820,700,973"
